specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no
79449,spm,,517989,22333,,OUM J13558,holotype,,fibula,,1,,,,n. gen. Eustreptospondylus n. sp. oxoniensis,species,53377,,Eustreptospondylus oxoniensis,species,53377,164.7,161.2,13771
79462,spm,,459067,0,,BMNH R9951,holotype,,skull,,1,,,,n. gen. Baryonyx n. sp. walkeri,species,53370,,Baryonyx walkeri,species,53370,130,125.45,11817
79463,spm,,459067,0,,BMNH R9951,holotype,,ulna,,1,,,,n. gen. Baryonyx n. sp. walkeri,species,53370,,Baryonyx walkeri,species,53370,130,125.45,11817
79471,spm,,489358,0,,ML 370,holotype,,femur,,1,text,,,n. gen. Lourinhanosaurus n. sp. antunesi,species,65334,,Lourinhanosaurus antunesi,species,65334,155.7,145,13153
79475,spm,,621492,0,,VPP V2884.1,holotype,,humerus,,1,table,,,n. gen. Chilantaisaurus n. sp. tashuikouensis,species,54836,,Chilantaisaurus tashuikouensis,species,54836,93.9,89.8,19051
79476,spm,,621492,0,,VPP V2884.1,paratype,,femora,,1,table,,,n. gen. Chilantaisaurus n. sp. tashuikouensis,species,54836,,Chilantaisaurus tashuikouensis,species,54836,93.9,89.8,19051
79477,spm,,621492,0,,VPP V2884.1,paratype,,tibia,,1,table,,,n. gen. Chilantaisaurus n. sp. tashuikouensis,species,54836,,Chilantaisaurus tashuikouensis,species,54836,93.9,89.8,19051
80164,spm,,518001,19273,,OUM J.12144,holotype,,femur,,1,,,,Megalosaurus n. sp. parkeri,species,66981,recombined as,Metriacanthosaurus parkeri,species,66981,161.2,155.7,13771
80165,spm,,811835,0,,ZDM 0024,holotype,,skull,,1,,,,Yangchuanosaurus n. sp. hepingensis,species,54823,recombined as,Sinraptor hepingensis,species,54823,163.5,157.3,10371
80166,spm,,811835,0,,ZDM 0024,holotype,left,scapula,,1,,,,Yangchuanosaurus n. sp. hepingensis,species,54823,recombined as,Sinraptor hepingensis,species,54823,163.5,157.3,10371
80167,spm,,811835,0,,ZDM 0024,holotype,right,scapula,,1,,,,Yangchuanosaurus n. sp. hepingensis,species,54823,recombined as,Sinraptor hepingensis,species,54823,163.5,157.3,10371
80168,spm,,811835,0,,ZDM 0024,holotype,,coracoid,,1,,,,Yangchuanosaurus n. sp. hepingensis,species,54823,recombined as,Sinraptor hepingensis,species,54823,163.5,157.3,10371
80169,spm,,811835,0,,ZDM 0024,holotype,,femur,,1,,,,Yangchuanosaurus n. sp. hepingensis,species,54823,recombined as,Sinraptor hepingensis,species,54823,163.5,157.3,10371
80170,spm,,471740,30037,,MIWG 6348,holotype,,scapula,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80171,spm,,471740,30037,,MIWG 6348,holotype,,coracoid,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80172,spm,,471740,30037,,MIWG 6348,holotype,left,femur,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80173,spm,,471740,30037,,MIWG 6348,holotype,right,femur,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80174,spm,,471740,30037,,MIWG 6348,holotype,left,tibia,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80175,spm,,471740,30037,,MIWG 6348,holotype,right,tibia,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80176,spm,,471740,30037,,MIWG 6348,holotype,,fibula,,1,,,,n. gen. Neovenator n. sp. salerii,species,64120,,Neovenator salerii,species,64120,129.4,125,12450
80178,spm,,534970,17833,,MCF-PVPH-108.45,paratype,right,humerus,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80179,spm,,534970,17833,,MCF-PVPH-108.46,paratype,left,radius,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80180,spm,,534970,17833,,MCF-PVPH-108.234,paratype,,femur,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80181,spm,,534970,17833,,MCF-PVPH-108.88,paratype,,tibia,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80182,spm,,534970,17833,,MCF-PVPH-108.132,paratype,,fibula,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80183,spm,,534970,17833,,MCF-PVPH-108.68,paratype,,tibia,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80184,spm,,534970,17833,,MCF-PVPH-108.196,paratype,,fibula,,1,text,,,n. gen. Mapusaurus n. sp. roseae,species,77206,,Mapusaurus roseae,species,77206,99.6,89.8,17069
80185,spm,,489691,0,,OMNH 1370,paratype,,tibia,,1,text,,,n. gen. Saurophagus n. sp. maximus,species,57232,subjective synonym of,Allosaurus fragilis,species,52962,155.7,145,13171
80186,spm,,489691,0,,OMNH 1708,paratype,,femur,,1,text,,,n. gen. Saurophagus n. sp. maximus,species,57232,subjective synonym of,Allosaurus fragilis,species,52962,155.7,145,13171
80187,spm,,489691,0,,OMNH 1935,paratype,,humerus,,1,text,,,n. gen. Saurophagus n. sp. maximus,species,57232,subjective synonym of,Allosaurus fragilis,species,52962,155.7,145,13171
80193,spm,,402867,0,,IVPP V7264,holotype,,humerus,,1,text,,,n. gen. Gasosaurus n. sp. constructus,species,52765,,Gasosaurus constructus,species,52765,163.5,157.3,7752
80194,spm,,402867,0,,IVPP V7264,holotype,,femora,,1,text,,,n. gen. Gasosaurus n. sp. constructus,species,52765,,Gasosaurus constructus,species,52765,163.5,157.3,7752
80195,spm,,402867,0,,IVPP V7264,holotype,,tibia,,1,text,,,n. gen. Gasosaurus n. sp. constructus,species,52765,,Gasosaurus constructus,species,52765,163.5,157.3,7752
80204,spm,,487793,0,,IVPP V4025,holotype,left,femur,,1,text,,,n. gen. Tugulusaurus n. sp. faciles,species,65209,,Tugulusaurus faciles,species,65209,122.46,100.5,13089
80205,spm,,487793,0,,IVPP V4025,holotype,left,tibia,,1,text,,,n. gen. Tugulusaurus n. sp. faciles,species,65209,,Tugulusaurus faciles,species,65209,122.46,100.5,13089
80210,spm,,487798,12450,,IVPP V 4024-2,holotype,,tibiotarsus,,1,text,,,n. gen. Xinjiangovenator n. sp. parvus,species,65211,,Xinjiangovenator parvus,species,65211,122.46,100.5,13089
80212,spm,,819848,0,,AODF 604,holotype,left,radius,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80213,spm,,819848,0,,AODF 604,holotype,left,ulna,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80214,spm,,819848,0,,AODF 604,holotype,right,femora,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80215,spm,,819848,0,,AODF 604,holotype,left,tibia,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80216,spm,,819848,0,,AODF 604,holotype,right,fibula,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80217,spm,,819848,0,,AODF 604,holotype,right,tibia,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80218,spm,,819848,0,,AODF 604,holotype,right,ulna,,1,table,,,n. gen. Australovenator n. sp. wintonensis,species,148973,,Australovenator wintonensis,species,148973,99.6,93.5,30242
80219,spm,,819769,0,,MCNA-PV-3137,holotype,,scapula,,1,table,,,n. gen. Aerosteon n. sp. riocoloradensis,species,148966,,Aerosteon riocoloradensis,species,148966,83.5,70.6,30238
80220,spm,,819769,0,,MCNA-PV-3137,holotype,,coracoid,,1,table,,,n. gen. Aerosteon n. sp. riocoloradensis,species,148966,,Aerosteon riocoloradensis,species,148966,83.5,70.6,30238
80222,spm,,867559,0,,MPM-Pv 3457,holotype,,tibia,,1,table,,Maximum diameter at mid-length of the bone,n. gen. Orkoraptor n. sp. burkei,species,122476,,Orkoraptor burkei,species,122476,83.6,66,27164
80225,spm,,883034,0,,(MCCM-LH  6666,holotype,left,scapula,,1,table,,,n. gen. Concavenator n. sp. corcovatus,species,170754,,Concavenator corcovatus,species,170754,130,125.45,33846
80226,spm,,883034,0,,(MCCM-LH  6666,holotype,right,humerus,,1,table,,,n. gen. Concavenator n. sp. corcovatus,species,170754,,Concavenator corcovatus,species,170754,130,125.45,33846
80227,spm,,883034,0,,(MCCM-LH  6666,holotype,right,ulna,,1,table,,,n. gen. Concavenator n. sp. corcovatus,species,170754,,Concavenator corcovatus,species,170754,130,125.45,33846
80228,spm,,883034,0,,(MCCM-LH  6666,holotype,right,radius,,1,table,,,n. gen. Concavenator n. sp. corcovatus,species,170754,,Concavenator corcovatus,species,170754,130,125.45,33846
80229,spm,,883034,0,,(MCCM-LH  6666,holotype,left,femur,,1,table,,,n. gen. Concavenator n. sp. corcovatus,species,170754,,Concavenator corcovatus,species,170754,130,125.45,33846
80230,spm,,577475,18006,,SAM P17926,,,tibia,,1,text,,,n. gen. Kakuru n. sp. kujani,species,68138,nomen dubium,Theropoda,unranked clade,38513,125,113,14793
80231,spm,,408401,0,,YPM 2010,holotype,,humerus,,1,,,,Coelurus n. sp. agilis,species,57593,,Coelurus agilis,species,57593,157.3,145,17149
80232,spm,,408401,0,,YPM 2010,holotype,,radius,,1,,,,Coelurus n. sp. agilis,species,57593,,Coelurus agilis,species,57593,157.3,145,17149
80233,spm,,408401,0,,YPM 2010,holotype,,ulna,,1,,,,Coelurus n. sp. agilis,species,57593,,Coelurus agilis,species,57593,157.3,145,17149
80234,spm,,408401,0,,YPM 2010,holotype,,ulna,,1,,,,Coelurus n. sp. agilis,species,57593,,Coelurus agilis,species,57593,157.3,145,17149
80235,spm,,408401,0,,YPM 2010,holotype,,femur,,1,,,,Coelurus n. sp. agilis,species,57593,,Coelurus agilis,species,57593,157.3,145,17149
80236,spm,,536560,0,,MIWG 1997.550,holotype,,scapula,,1,text,,,n. gen. Eotyrannus n. sp. lengi,species,68317,,Eotyrannus lengi,species,68317,136.4,125.45,14982
80237,spm,,536560,0,,MIWG 1997.550,holotype,,coracoid,,1,text,,,n. gen. Eotyrannus n. sp. lengi,species,68317,,Eotyrannus lengi,species,68317,136.4,125.45,14982
80238,spm,,536560,0,,MIWG 1997.550,holotype,,humerus,,1,text,,,n. gen. Eotyrannus n. sp. lengi,species,68317,,Eotyrannus lengi,species,68317,136.4,125.45,14982
80239,spm,,536560,0,,MIWG 1997.550,holotype,,fibula,,1,text,,,n. gen. Eotyrannus n. sp. lengi,species,68317,,Eotyrannus lengi,species,68317,136.4,125.45,14982
80240,spm,,536560,0,,MIWG 1997.550,holotype,,tibia,,1,text,,,n. gen. Eotyrannus n. sp. lengi,species,68317,,Eotyrannus lengi,species,68317,136.4,125.45,14982
80241,spm,,537572,0,,IVPP V14243 ,holotype,,skull,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80242,spm,,537572,0,,IVPP V14243 ,holotype,left,scapula,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80243,spm,,537572,0,,IVPP V14243 ,holotype,left,coracoid,,1,table,,dorsoventral depth,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80244,spm,,537572,0,,IVPP V14243 ,holotype,left,humerus,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80245,spm,,537572,0,,IVPP V14243 ,holotype,right,femur,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80246,spm,,537572,0,,IVPP V14243 ,holotype,right,tibia,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80247,spm,,537572,0,,IVPP V14243 ,holotype,right,fibula,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80248,spm,,537572,0,,IVPP V11579 ,paratype,,scapula,,1,table,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80249,spm,,537572,0,,IVPP V11579,paratype,,skull,,1,text,,,n. gen. Dilong n. sp. paradoxus,species,58836,,Dilong paradoxus,species,58836,130,122.46,11729
80250,spm,,560918,0,,IVPP V14531,holotype,,skull,,1,,,,n. gen. Guanlong n. sp. wucaii,species,71191,,Guanlong wucaii,species,71191,163.5,157.3,19282
80251,spm,,560918,0,,IVPP V14531,holotype,,humerus,,1,,,,n. gen. Guanlong n. sp. wucaii,species,71191,,Guanlong wucaii,species,71191,163.5,157.3,19282
80252,spm,,560918,0,,IVPP V14531,holotype,,radius,,1,,,,n. gen. Guanlong n. sp. wucaii,species,71191,,Guanlong wucaii,species,71191,163.5,157.3,19282
80253,spm,,560918,0,,IVPP V14531,holotype,,ulna,,1,,,,n. gen. Guanlong n. sp. wucaii,species,71191,,Guanlong wucaii,species,71191,163.5,157.3,19282
80254,spm,,560918,0,,IVPP V14531,holotype,,femur,,1,,,,n. gen. Guanlong n. sp. wucaii,species,71191,,Guanlong wucaii,species,71191,163.5,157.3,19282
80255,spm,,560918,0,,IVPP V14531,holotype,,tibia,,1,,,,n. gen. Guanlong n. sp. wucaii,species,71191,,Guanlong wucaii,species,71191,163.5,157.3,19282
80256,spm,,464526,0,,BMNH R4860,holotype,,skull,,1,,,,Megalosaurus n. sp. bradleyi,species,63720,recombined as,Proceratosaurus bradleyi,species,63720,167.7,164.7,14128
80257,spm,,294012,11813,,SMNK 2349 PAL,holotype,,femur,,1,,,,n. gen. Mirischia n. sp. asymmetrica,species,58896,,Mirischia asymmetrica,species,58896,113,100.5,11791
80258,spm,,387396,0,,ZPAL MgD-I/108,holotype,,femur,,1,text,,,Coeluridae indet.,family,53001,,Coeluridae,family,53001,83.6,66,9905
80259,spm,,387396,0,,ZPAL MgD-I/108,holotype,,tibia,,1,text,,,Coeluridae indet.,family,53001,,Coeluridae,family,53001,83.6,66,9905
80260,spm,,387396,0,,ZPAL MgD-I/108,holotype,,fibual,,1,text,,,Coeluridae indet.,family,53001,,Coeluridae,family,53001,83.6,66,9905
80261,spm,,486404,21212,,OUMNH J.3311-26,,left,femur,,1,table,,,Stokesosaurus n. sp. langhami,species,138441,recombined as,Juratyrant langhami,species,138441,150.8,145,28880
80262,spm,,486404,21212,,OUMNH J.3311-29,,left,tibia,,1,table,,,Stokesosaurus n. sp. langhami,species,138441,recombined as,Juratyrant langhami,species,138441,150.8,145,28880
80263,spm,,810684,0,,FRDC-GS JB16-2-1,holotype,,skull,,1,table,,,n. gen. Xiongguanlong n. sp. baimoensis,species,146100,,Xiongguanlong baimoensis,species,146100,125,113,29791
80264,spm,,810684,0,,FRDC-GS JB16-2-1,holotype,,femur,,1,table,,femoral circumference at midshaft,n. gen. Xiongguanlong n. sp. baimoensis,species,146100,,Xiongguanlong baimoensis,species,146100,125,113,29791
80265,spm,,255621,30962,,ANSP 9995,holotype,,femur,,1,,,,cf. Dryptosaurus sp.,genus,38605,,Dryptosaurus,genus,38605,83.5,70.6,7812
80266,spm,,255621,30962,,ANSP 9995,holotype,,tibia,,1,,,,cf. Dryptosaurus sp.,genus,38605,,Dryptosaurus,genus,38605,83.5,70.6,7812
80267,spm,,873166,0,,NMMNH P-27469,holotype,,skull,,1,table,,,n. gen. Bistahieversor n. sp. sealeyi,species,163808,,Bistahieversor sealeyi,species,163808,83.5,70.6,32137
80268,spm,,486392,12455,,RMM 6670,holotype,left,femur,,1,table,,,n. gen. Appalachiosaurus n. sp. montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.5,70.6,12992
80269,spm,,486392,12455,,RMM 6670,holotype,left,tibia,,1,table,,,n. gen. Appalachiosaurus n. sp. montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.5,70.6,12992
80270,spm,,486392,12455,,RMM 6670,holotype,left,fibual,,1,table,,,n. gen. Appalachiosaurus n. sp. montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.5,70.6,12992
80271,spm,,486392,12455,,RMM 6670,holotype,right,femur,,1,table,,,n. gen. Appalachiosaurus n. sp. montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.5,70.6,12992
80272,spm,,486392,12455,,RMM 6670,holotype,right,tibia,,1,table,,,n. gen. Appalachiosaurus n. sp. montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.5,70.6,12992
80282,spm,,139242,24752,,AMNH 5664,holotype,,skull,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80283,spm,,139242,24752,,AMNH 5664,holotype,,scapulocodacoid,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80284,spm,,139242,24752,,AMNH 5664,holotype,,humerus,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80285,spm,,139242,24752,,AMNH 5664,holotype,,radi,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80286,spm,,139242,24752,,AMNH 5664,holotype,,ulna,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80287,spm,,139242,24752,,AMNH 5664,holotype,,femur,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80288,spm,,139242,24752,,AMNH 5664,holotype,,tibia,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80289,spm,,139242,24752,,AMNH 5664,holotype,,fibula,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80290,spm,,139242,24752,,AMNH 5235,,,femur,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80291,spm,,139242,24752,,AMNH 5232,,,tibia,,1,,,,Gorgosaurus n. sp. sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.5,70.6,14741
80310,spm,,139257,0,,ROM 807,holotype,,scapula,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80311,spm,,139257,0,,ROM 807,holotype,,coracoid,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80312,spm,,139257,0,,ROM 807,holotype,,humerus,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80313,spm,,139257,0,,ROM 807,holotype,,radius,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80314,spm,,139257,0,,ROM 807,holotype,,ulna,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80315,spm,,139257,0,,ROM 807,holotype,,femur,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80316,spm,,139257,0,,ROM 807,holotype,,tibia,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80317,spm,,139257,0,,ROM 807,holotype,,fibula,,1,table,,,Albertosaurus n. sp. arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,83.5,70.6,12347
80318,spm,,139290,23303,,NMC 8506,holotype,,skull,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80319,spm,,139290,23303,,NMC 8506,holotype,,scapula,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80320,spm,,139290,23303,,NMC 8506,holotype,,coracoid,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80321,spm,,139290,23303,,NMC 8506,holotype,,humerus,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80322,spm,,139290,23303,,NMC 8506,holotype,,radius,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80323,spm,,139290,23303,,NMC 8506,holotype,,ulna,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80324,spm,,139290,23303,,NMC 8506,holotype,,femur,,1,,,,n. gen. Daspletosaurus n. sp. torosus,species,57258,,Daspletosaurus torosus,species,57258,83.5,70.6,4205
80325,spm,,831097,0,,GI 3141/1,holotype,,skull,,1,,,,n. gen. Alioramus n. sp. remotus,species,57259,,Alioramus remotus,species,57259,72.1,66,19316
80326,spm,,962978,0,,IGM 100/1844,holotype,,skull,,1,,,,Alioramus n. sp. altai,species,176782,,Alioramus altai,species,176782,72.1,66,19316
80327,spm,,962978,0,,IGM 100/1844,holotype,,femur,,1,,,,Alioramus n. sp. altai,species,176782,,Alioramus altai,species,176782,72.1,66,19316
80400,spm,,487166,0,,AMNH 5027,,,skull,,1,text,,,Tyrannosaurus rex,species,54833,,Tyrannosaurus rex,species,54833,72.1,66,9259
80405,spm,,535892,0,,CAGS-IG02-301,holotype,,skull,,1,picture,,,n. gen. Huaxiagnathus n. sp. orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,130,122.46,14896
80406,spm,,535892,0,,CAGS-IG02-301,holotype,,humerus,,1,,,,n. gen. Huaxiagnathus n. sp. orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,130,122.46,14896
80407,spm,,535892,0,,CAGS-IG02-301,holotype,,radius,,1,,,,n. gen. Huaxiagnathus n. sp. orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,130,122.46,14896
80408,spm,,535892,0,,CAGS-IG02-301,holotype,,ulna,,1,,,,n. gen. Huaxiagnathus n. sp. orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,130,122.46,14896
80409,spm,,535892,0,,CAGS-IG02-301,holotype,,femur,,1,,,,n. gen. Huaxiagnathus n. sp. orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,130,122.46,14896
80410,spm,,535892,0,,CAGS-IG02-301,holotype,,tibia,,1,,,,n. gen. Huaxiagnathus n. sp. orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,130,122.46,14896
80412,spm,,498853,0,,NIGP 127586,holotype,,skull,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80413,spm,,498853,0,,NIGP 127586,holotype,,humerus,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80414,spm,,498853,0,,NIGP 127586,holotype,,radius,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80415,spm,,498853,0,,NIGP 127586,holotype,,femur,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80416,spm,,498853,0,,NIGP 127586,holotype,,tibia,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80417,spm,,498853,0,,NIGP 127586,holotype,,scapula,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80418,spm,,498853,0,,NIGP 127586,holotype,,ulna,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80419,spm,,498853,0,,NIGP 127587,paratype,,skull,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80420,spm,,498853,0,,NIGP 127587,paratype,,humerus,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80421,spm,,498853,0,,NIGP 127587,paratype,,radius,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80422,spm,,498853,0,,NIGP 127587,paratype,,femur,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80423,spm,,498853,0,,NIGP 127587,paratype,,tibia,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80424,spm,,498853,0,,NIGP 127587,paratype,,ulna,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,130,122.46,19389
80425,spm,,670359,0,,D 2141,,,skull,,1,,,,Sinosauropteryx sp.,genus,54548,,Sinosauropteryx,genus,54548,129.4,125,28191
80426,spm,,670359,0,,D 2141,,,humerus,,1,,,,Sinosauropteryx sp.,genus,54548,,Sinosauropteryx,genus,54548,129.4,125,28191
80427,spm,,670359,0,,D 2141,,,ulna,,1,,,,Sinosauropteryx sp.,genus,54548,,Sinosauropteryx,genus,54548,129.4,125,28191
80428,spm,,670359,0,,D 2141,,,tibia,,1,,,,Sinosauropteryx sp.,genus,54548,,Sinosauropteryx,genus,54548,129.4,125,28191
80429,spm,,565780,0,,JME SCh 200,holotype,,skull,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
80430,spm,,565780,0,,JME SCh 200,holotype,left,scapula,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
80431,spm,,565780,0,,JME SCh 200,holotype,left,humerus,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
80432,spm,,565780,0,,JME SCh 200,holotype,left,ulna,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
80433,spm,,565780,0,,JME SCh 200,holotype,left,radius,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
80434,spm,,565780,0,,JME SCh 200,holotype,right,femur,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
80435,spm,,565780,0,,JME SCh 200,holotype,left,tibia,,1,table,,,n. gen. Juravenator n. sp. starki,species,72321,,Juravenator starki,species,72321,155.7,150.8,16916
